customer_id,merchant_id,customer_name,email,total_orders,total_spent,first_order_date,last_order_date,is_repeat_customer,loyalty_tier
CUST_001371,M0459,Kavya Iyer,kavya.iyer_374@example.com,1,16852.03,2026-03-13,2026-03-13,False,STANDARD
CUST_001372,M0085,Rahul Joshi,rahul.joshi_375@example.com,1,778.82,2025-12-09,2025-12-09,False,STANDARD
CUST_001373,M0244,Isha Singh,isha.singh_376@example.com,1,55.77,2026-01-01,2026-01-01,False,STANDARD
CUST_001374,M0182,Nikhil Kapoor,nikhil.kapoor_377@example.com,8,6445.52,2026-07-04,2026-07-11,True,GOLD
CUST_001375,M0342,Nikhil Das,nikhil.das_378@example.com,12,947.95,2026-08-05,2026-08-22,True,PLATINUM
CUST_001376,M0460,Siddharth Gupta,siddharth.gupta_379@example.com,12,2550041.56,2026-06-15,2026-07-05,True,PLATINUM
CUST_001377,M0135,Varun Sharma,varun.sharma_380@example.com,1,6929.71,2026-06-09,2026-06-09,False,STANDARD
CUST_001378,M0325,Siddharth Kulkarni,siddharth.kulkarni_381@example.com,8,85971.92,2026-05-08,2026-07-04,True,GOLD
CUST_001379,M0357,Isha Singh,isha.singh_382@example.com,8,413.09,2026-02-15,2026-07-04,True,GOLD
CUST_001380,M0488,Rahul Kulkarni,rahul.kulkarni_383@example.com,1,370.25,2026-02-04,2026-02-04,False,STANDARD
CUST_001381,M0417,Sneha Sharma,sneha.sharma_384@example.com,11,3005.83,2025-11-28,2026-06-24,True,GOLD
CUST_001382,M0359,Meera Rao,meera.rao_385@example.com,13,1452.97,2026-02-13,2026-04-10,True,PLATINUM
CUST_001383,M0219,Varun Iyer,varun.iyer_386@example.com,7,387.82,2025-12-21,2026-05-09,True,GOLD
CUST_001384,M0192,Neha Bhat,neha.bhat_387@example.com,15,12624.97,2026-01-29,2026-06-15,True,PLATINUM
CUST_001385,M0433,Kavya Deshmukh,kavya.deshmukh_388@example.com,1,1699.64,2026-06-23,2026-06-23,False,STANDARD
CUST_001386,M0045,Priya Patel,priya.patel_389@example.com,1,40389.84,2025-10-01,2025-10-01,False,STANDARD
CUST_001387,M0478,Kavya Mehta,kavya.mehta_390@example.com,5,20305.76,2025-09-22,2026-01-11,True,GOLD
CUST_001388,M0258,Nikhil Verma,nikhil.verma_391@example.com,1,966.96,2026-01-09,2026-01-09,False,STANDARD
CUST_001389,M0109,Ananya Rao,ananya.rao_392@example.com,5,5834.59,2026-05-04,2026-05-09,True,GOLD
CUST_001390,M0241,Priya Joshi,priya.joshi_393@example.com,1,119943.03,2025-12-18,2025-12-18,False,STANDARD
CUST_001391,M0212,Arjun Sharma,arjun.sharma_394@example.com,1,50.54,2026-04-20,2026-04-20,False,STANDARD
CUST_001392,M0260,Pooja Chopra,pooja.chopra_395@example.com,1,16.38,2026-03-30,2026-03-30,False,STANDARD
CUST_001393,M0158,Kavya Nair,kavya.nair_396@example.com,15,3546.28,2026-07-27,2026-08-26,True,PLATINUM
CUST_001394,M0014,Vikram Joshi,vikram.joshi_397@example.com,1,5443.32,2025-11-20,2025-11-20,False,STANDARD
CUST_001395,M0420,Divya Iyer,divya.iyer_398@example.com,15,10139.55,2026-04-11,2026-05-18,True,PLATINUM
CUST_001396,M0099,Divya Kapoor,divya.kapoor_399@example.com,1,307.27,2025-10-21,2025-10-21,False,STANDARD
CUST_001397,M0220,Vikram Kapoor,vikram.kapoor_400@example.com,1,11106.83,2026-05-16,2026-05-16,False,STANDARD
CUST_001398,M0207,Karan Saxena,karan.saxena_401@example.com,9,13678.2,2026-06-23,2026-08-10,True,GOLD
CUST_001399,M0259,Priya Kulkarni,priya.kulkarni_402@example.com,10,49.39,2025-11-02,2026-06-06,True,GOLD
CUST_001400,M0486,Karan Reddy,karan.reddy_403@example.com,2,122.47,2026-01-01,2026-08-24,True,STANDARD
CUST_001401,M0322,Nikhil Gupta,nikhil.gupta_404@example.com,4,4247.82,2025-10-24,2026-02-12,True,SILVER
CUST_001402,M0013,Vikram Rao,vikram.rao_405@example.com,13,9004.11,2026-05-09,2026-07-27,True,PLATINUM
CUST_001403,M0335,Ananya Deshmukh,ananya.deshmukh_406@example.com,9,2235.76,2026-01-31,2026-02-10,True,GOLD
CUST_001404,M0134,Aditi Chopra,aditi.chopra_407@example.com,6,10422.27,2025-09-25,2026-08-15,True,GOLD
CUST_001405,M0327,Nikhil Mehta,nikhil.mehta_408@example.com,5,26454.05,2026-06-19,2026-08-08,True,GOLD
CUST_001406,M0145,Amit Singh,amit.singh_409@example.com,17,644.55,2026-02-08,2026-07-04,True,PLATINUM
CUST_001407,M0201,Priya Malhotra,priya.malhotra_410@example.com,15,17103.75,2026-07-06,2026-07-26,True,PLATINUM
CUST_001408,M0492,Rohan Reddy,rohan.reddy_411@example.com,14,4063.46,2026-03-05,2026-03-17,True,PLATINUM
CUST_001409,M0466,Siddharth Singh,siddharth.singh_412@example.com,2,4180.56,2026-05-13,2026-06-03,True,SILVER
CUST_001410,M0291,Divya Verma,divya.verma_413@example.com,12,110601.58,2026-02-16,2026-04-25,True,PLATINUM
CUST_001411,M0315,Divya Bhat,divya.bhat_414@example.com,18,90.2,2026-04-04,2026-07-26,True,PLATINUM
CUST_001412,M0099,Divya Sharma,divya.sharma_415@example.com,18,3968.82,2025-11-23,2026-06-09,True,PLATINUM
CUST_001413,M0111,Sneha Mehta,sneha.mehta_416@example.com,1,3962.63,2026-07-28,2026-07-28,False,STANDARD
CUST_001414,M0168,Vikram Nair,vikram.nair_417@example.com,6,7696.65,2026-03-28,2026-06-17,True,GOLD
CUST_001415,M0247,Rahul Patel,rahul.patel_418@example.com,1,72818.64,2025-11-03,2025-11-03,False,STANDARD
CUST_001416,M0334,Pooja Rao,pooja.rao_419@example.com,17,5381.35,2026-01-01,2026-04-17,True,PLATINUM
CUST_001417,M0485,Arjun Reddy,arjun.reddy_420@example.com,8,31629.86,2026-03-22,2026-05-18,True,GOLD
CUST_001418,M0053,Nikhil Kulkarni,nikhil.kulkarni_421@example.com,8,2747.49,2025-12-06,2026-01-17,True,GOLD
CUST_001419,M0453,Siddharth Bose,siddharth.bose_422@example.com,10,201.06,2026-03-02,2026-03-20,True,GOLD
CUST_001420,M0056,Divya Kapoor,divya.kapoor_423@example.com,13,85442.5,2026-02-02,2026-03-18,True,PLATINUM
CUST_001421,M0420,Rohan Rao,rohan.rao_424@example.com,3,1468.23,2025-11-24,2026-04-19,True,SILVER
CUST_001422,M0301,Kavya Deshmukh,kavya.deshmukh_425@example.com,18,68697.69,2026-02-13,2026-05-17,True,PLATINUM
CUST_001423,M0016,Priya Singh,priya.singh_426@example.com,1,106.53,2026-01-05,2026-01-05,False,STANDARD
CUST_001424,M0405,Neha Joshi,neha.joshi_427@example.com,8,220.53,2025-09-10,2026-02-17,True,GOLD
CUST_001425,M0191,Vikram Iyer,vikram.iyer_428@example.com,12,8377.32,2026-08-07,2026-08-16,True,PLATINUM
CUST_001426,M0110,Siddharth Kulkarni,siddharth.kulkarni_429@example.com,1,424.35,2026-04-15,2026-04-15,False,STANDARD
CUST_001427,M0288,Rohan Kapoor,rohan.kapoor_430@example.com,8,101.58,2025-11-16,2026-05-07,True,GOLD
CUST_001428,M0053,Isha Chopra,isha.chopra_431@example.com,1,355.1,2025-09-03,2025-09-03,False,STANDARD
CUST_001429,M0039,Nikhil Bose,nikhil.bose_432@example.com,15,165596.93,2026-03-03,2026-06-06,True,PLATINUM
CUST_001430,M0102,Rahul Verma,rahul.verma_433@example.com,1,29.32,2025-11-30,2025-11-30,False,STANDARD
CUST_001431,M0024,Amit Bose,amit.bose_434@example.com,16,26520.6,2026-05-17,2026-06-11,True,PLATINUM
CUST_001432,M0168,Nikhil Kapoor,nikhil.kapoor_435@example.com,2,2477.56,2026-03-20,2026-08-22,True,SILVER
CUST_001433,M0330,Nikhil Sharma,nikhil.sharma_436@example.com,1,35.56,2026-03-20,2026-03-20,False,STANDARD
CUST_001434,M0068,Arjun Verma,arjun.verma_437@example.com,1,26567.42,2025-11-15,2025-11-15,False,STANDARD
CUST_001435,M0021,Karan Sharma,karan.sharma_438@example.com,5,46737.78,2026-01-12,2026-02-22,True,GOLD
CUST_001436,M0155,Amit Iyer,amit.iyer_439@example.com,14,38156.43,2026-07-03,2026-07-22,True,PLATINUM
CUST_001437,M0397,Karan Malhotra,karan.malhotra_440@example.com,1,32.19,2026-01-23,2026-01-23,False,STANDARD
CUST_001438,M0153,Siddharth Malhotra,siddharth.malhotra_441@example.com,1,154.98,2026-06-11,2026-06-11,False,STANDARD
CUST_001439,M0432,Sneha Das,sneha.das_442@example.com,9,118.63,2026-07-19,2026-08-26,True,PLATINUM
CUST_001440,M0072,Priya Iyer,priya.iyer_443@example.com,1,129.54,2026-01-01,2026-01-01,False,STANDARD
CUST_001441,M0116,Neha Patel,neha.patel_444@example.com,13,2622.07,2025-11-10,2026-08-24,True,PLATINUM
CUST_001442,M0479,Aditi Chopra,aditi.chopra_445@example.com,3,1514.74,2026-06-17,2026-08-20,True,SILVER
CUST_001443,M0485,Pooja Patel,pooja.patel_446@example.com,14,51195.33,2026-03-27,2026-07-14,True,PLATINUM
CUST_001444,M0474,Vikram Kulkarni,vikram.kulkarni_447@example.com,6,1861.14,2026-03-02,2026-07-20,True,GOLD
CUST_001445,M0386,Nikhil Bose,nikhil.bose_448@example.com,5,52521.01,2025-11-18,2025-11-29,True,GOLD
CUST_001446,M0124,Nikhil Malhotra,nikhil.malhotra_449@example.com,10,8361.69,2026-03-01,2026-04-25,True,PLATINUM
CUST_001447,M0116,Rohan Chopra,rohan.chopra_450@example.com,1,155.07,2026-07-01,2026-07-01,False,STANDARD
CUST_001448,M0181,Isha Nair,isha.nair_451@example.com,8,67915.88,2026-07-04,2026-08-22,True,GOLD
CUST_001449,M0498,Meera Verma,meera.verma_452@example.com,8,27294.44,2025-12-16,2026-01-29,True,GOLD
CUST_001450,M0198,Rahul Malhotra,rahul.malhotra_453@example.com,8,306529.57,2025-10-14,2025-11-29,True,GOLD
CUST_001451,M0264,Karan Deshmukh,karan.deshmukh_454@example.com,1,2021.32,2025-09-11,2025-09-11,False,STANDARD
CUST_001452,M0079,Varun Mehta,varun.mehta_455@example.com,1,17.07,2026-04-22,2026-04-22,False,STANDARD
CUST_001453,M0470,Sneha Kapoor,sneha.kapoor_456@example.com,1,4313.55,2025-09-29,2025-09-29,False,STANDARD
CUST_001454,M0263,Rahul Kapoor,rahul.kapoor_457@example.com,10,21133.34,2026-01-08,2026-07-15,True,PLATINUM
CUST_001455,M0352,Pooja Kulkarni,pooja.kulkarni_458@example.com,6,422203.84,2025-12-19,2026-01-14,True,GOLD
CUST_001456,M0055,Priya Nair,priya.nair_459@example.com,16,1133240.77,2026-05-09,2026-07-23,True,PLATINUM
CUST_001457,M0015,Meera Saxena,meera.saxena_460@example.com,10,4138.02,2026-06-13,2026-06-17,True,PLATINUM
CUST_001458,M0044,Sneha Bose,sneha.bose_461@example.com,14,17499.38,2025-11-28,2026-01-18,True,PLATINUM
CUST_001459,M0261,Karan Verma,karan.verma_462@example.com,13,8535.12,2026-06-23,2026-08-20,True,PLATINUM
CUST_001460,M0333,Arjun Bose,arjun.bose_463@example.com,8,248046.12,2026-01-18,2026-07-12,True,GOLD
CUST_001461,M0305,Amit Saxena,amit.saxena_464@example.com,18,161308.71,2026-01-03,2026-07-30,True,PLATINUM
CUST_001462,M0349,Aditi Nair,aditi.nair_465@example.com,1,6775.81,2026-04-22,2026-04-22,False,STANDARD
CUST_001463,M0059,Aditi Verma,aditi.verma_466@example.com,9,41918.44,2026-07-10,2026-07-23,True,PLATINUM
CUST_001464,M0052,Amit Nair,amit.nair_467@example.com,1,13809.39,2026-01-17,2026-01-17,False,STANDARD
CUST_001465,M0201,Arjun Mehta,arjun.mehta_468@example.com,10,10387.9,2025-12-02,2026-05-13,True,PLATINUM
CUST_001466,M0088,Rahul Joshi,rahul.joshi_469@example.com,1,76596.73,2025-10-11,2025-10-11,False,STANDARD
CUST_001467,M0148,Aarav Mehta,aarav.mehta_470@example.com,17,3953.31,2026-03-09,2026-06-26,True,PLATINUM
CUST_001468,M0088,Karan Patel,karan.patel_471@example.com,12,832653.9,2025-12-22,2026-07-21,True,PLATINUM
CUST_001469,M0493,Aarav Malhotra,aarav.malhotra_472@example.com,2,984.28,2026-05-14,2026-07-24,True,SILVER
CUST_001470,M0452,Rohan Singh,rohan.singh_473@example.com,2,202.94,2025-10-12,2026-02-27,True,SILVER
CUST_001471,M0497,Meera Kulkarni,meera.kulkarni_474@example.com,9,466657.13,2025-12-14,2026-07-29,True,PLATINUM
CUST_001472,M0024,Aarav Kulkarni,aarav.kulkarni_475@example.com,1,1843.24,2026-03-17,2026-03-17,False,STANDARD
CUST_001473,M0428,Ananya Saxena,ananya.saxena_476@example.com,6,1335.31,2026-06-25,2026-08-20,True,GOLD
CUST_001474,M0156,Karan Rao,karan.rao_477@example.com,13,5647.38,2025-11-06,2026-04-17,True,PLATINUM
CUST_001475,M0340,Meera Chopra,meera.chopra_478@example.com,2,20656.36,2026-02-13,2026-06-10,True,SILVER
CUST_001476,M0364,Karan Saxena,karan.saxena_479@example.com,1,11797.54,2025-10-11,2025-10-11,False,STANDARD
CUST_001477,M0248,Priya Chopra,priya.chopra_480@example.com,1,398.11,2025-09-19,2025-09-19,False,STANDARD
CUST_001478,M0011,Vikram Bose,vikram.bose_481@example.com,1,381.41,2025-09-09,2025-09-09,False,STANDARD
CUST_001479,M0073,Sneha Malhotra,sneha.malhotra_482@example.com,15,4601.64,2026-02-09,2026-07-05,True,PLATINUM
CUST_001480,M0382,Rohan Reddy,rohan.reddy_483@example.com,1,79115.35,2026-01-31,2026-01-31,False,STANDARD
CUST_001481,M0328,Priya Chopra,priya.chopra_484@example.com,1,17805.66,2025-11-07,2025-11-07,False,STANDARD
CUST_001482,M0461,Siddharth Saxena,siddharth.saxena_485@example.com,13,87.63,2026-02-24,2026-05-18,True,PLATINUM
CUST_001483,M0302,Kavya Chopra,kavya.chopra_486@example.com,3,1694.7,2025-10-20,2025-12-03,True,SILVER
CUST_001484,M0360,Karan Das,karan.das_487@example.com,16,307.22,2025-10-26,2026-03-02,True,PLATINUM
CUST_001485,M0148,Priya Sharma,priya.sharma_488@example.com,6,1442.93,2025-12-17,2026-03-05,True,GOLD
CUST_001486,M0077,Varun Deshmukh,varun.deshmukh_489@example.com,7,152.46,2026-03-10,2026-04-24,True,GOLD
CUST_001487,M0148,Rohan Deshmukh,rohan.deshmukh_490@example.com,3,664.33,2026-04-23,2026-07-21,True,SILVER
CUST_001488,M0423,Nikhil Mehta,nikhil.mehta_491@example.com,11,28133.81,2026-08-10,2026-08-13,True,PLATINUM
CUST_001489,M0181,Aarav Verma,aarav.verma_492@example.com,13,109648.28,2026-03-20,2026-04-20,True,PLATINUM
CUST_001490,M0341,Isha Gupta,isha.gupta_493@example.com,1,2379.96,2026-03-27,2026-03-27,False,STANDARD
CUST_001491,M0074,Rahul Bose,rahul.bose_494@example.com,4,30757.18,2026-03-17,2026-07-01,True,SILVER
CUST_001492,M0017,Meera Joshi,meera.joshi_495@example.com,14,7792.59,2026-01-08,2026-05-16,True,PLATINUM
CUST_001493,M0496,Priya Chopra,priya.chopra_496@example.com,1,9879.75,2025-10-11,2025-10-11,False,STANDARD
CUST_001494,M0160,Neha Kulkarni,neha.kulkarni_497@example.com,12,1928.3,2025-10-20,2026-06-16,True,PLATINUM
CUST_001495,M0350,Rahul Chopra,rahul.chopra_498@example.com,8,4655.21,2026-03-11,2026-06-09,True,GOLD
CUST_001496,M0044,Pooja Kulkarni,pooja.kulkarni_499@example.com,1,1509.4,2025-12-19,2025-12-19,False,STANDARD
CUST_001497,M0280,Neha Kapoor,neha.kapoor_500@example.com,1,1887.37,2026-01-01,2026-01-01,False,STANDARD
CUST_001498,M0050,Vikram Saxena,vikram.saxena_501@example.com,12,14126.83,2025-11-28,2026-02-24,True,PLATINUM
CUST_001499,M0240,Sneha Bose,sneha.bose_502@example.com,1,34.6,2026-01-14,2026-01-14,False,STANDARD
CUST_001500,M0237,Aarav Bhat,aarav.bhat_503@example.com,15,833.75,2026-06-28,2026-07-09,True,PLATINUM
CUST_001501,M0072,Divya Deshmukh,divya.deshmukh_504@example.com,1,149.18,2025-10-19,2025-10-19,False,STANDARD
CUST_001502,M0263,Sneha Gupta,sneha.gupta_505@example.com,11,20941.52,2026-07-16,2026-08-01,True,PLATINUM
CUST_001503,M0065,Arjun Sharma,arjun.sharma_506@example.com,18,11124.12,2025-12-20,2026-01-24,True,PLATINUM
CUST_001504,M0028,Rohan Verma,rohan.verma_507@example.com,5,68731.92,2026-02-23,2026-03-27,True,GOLD
CUST_001505,M0050,Pooja Kulkarni,pooja.kulkarni_508@example.com,12,16398.05,2026-07-12,2026-08-19,True,PLATINUM
CUST_001506,M0380,Nikhil Saxena,nikhil.saxena_509@example.com,3,686173.89,2026-04-30,2026-06-21,True,SILVER
CUST_001507,M0074,Isha Malhotra,isha.malhotra_510@example.com,6,55289.7,2026-03-11,2026-03-19,True,GOLD
CUST_001508,M0160,Aarav Malhotra,aarav.malhotra_511@example.com,1,118.21,2026-05-02,2026-05-02,False,STANDARD
CUST_001509,M0059,Rohan Sharma,rohan.sharma_512@example.com,5,20216.56,2025-11-19,2026-07-08,True,GOLD
CUST_001510,M0127,Rahul Mehta,rahul.mehta_513@example.com,18,150243.65,2025-12-28,2026-05-18,True,PLATINUM
CUST_001511,M0029,Priya Deshmukh,priya.deshmukh_514@example.com,7,2033.1,2026-04-14,2026-06-21,True,GOLD
CUST_001512,M0421,Divya Rao,divya.rao_515@example.com,1,13600.32,2025-10-01,2025-10-01,False,STANDARD
CUST_001513,M0064,Kavya Gupta,kavya.gupta_516@example.com,7,4195.37,2026-06-01,2026-06-03,True,GOLD
CUST_001514,M0124,Neha Saxena,neha.saxena_517@example.com,8,5929.41,2025-12-12,2025-12-24,True,GOLD
CUST_001515,M0149,Pooja Mehta,pooja.mehta_518@example.com,1,168.26,2025-12-03,2025-12-03,False,STANDARD
CUST_001516,M0189,Amit Kapoor,amit.kapoor_519@example.com,5,13096.23,2025-12-18,2026-05-12,True,GOLD
CUST_001517,M0417,Kavya Gupta,kavya.gupta_520@example.com,16,5290.38,2026-06-12,2026-06-15,True,PLATINUM
CUST_001518,M0200,Aarav Kulkarni,aarav.kulkarni_521@example.com,16,11471.54,2026-07-22,2026-08-04,True,PLATINUM
CUST_001519,M0493,Vikram Rao,vikram.rao_522@example.com,1,371.6,2025-12-21,2025-12-21,False,STANDARD
CUST_001520,M0142,Aarav Singh,aarav.singh_523@example.com,18,248.64,2026-04-27,2026-07-13,True,PLATINUM
CUST_001521,M0463,Varun Kapoor,varun.kapoor_524@example.com,7,449947.83,2025-09-11,2026-06-10,True,GOLD
CUST_001522,M0181,Nikhil Iyer,nikhil.iyer_525@example.com,6,47069.11,2026-03-23,2026-06-10,True,GOLD
CUST_001523,M0473,Arjun Patel,arjun.patel_526@example.com,1,1908.55,2025-09-16,2025-09-16,False,STANDARD
CUST_001524,M0248,Arjun Malhotra,arjun.malhotra_527@example.com,1,426.06,2026-05-12,2026-05-12,False,STANDARD
CUST_001525,M0295,Varun Saxena,varun.saxena_528@example.com,12,3086.0,2025-10-15,2025-11-02,True,PLATINUM
CUST_001526,M0179,Nikhil Das,nikhil.das_529@example.com,1,8340.41,2026-07-09,2026-07-09,False,STANDARD
CUST_001527,M0024,Aarav Singh,aarav.singh_530@example.com,5,8501.54,2025-11-30,2025-12-26,True,GOLD
CUST_001528,M0166,Ananya Nair,ananya.nair_531@example.com,7,694765.96,2026-01-28,2026-02-14,True,GOLD
CUST_001529,M0499,Kavya Patel,kavya.patel_532@example.com,10,79801.07,2026-06-15,2026-08-22,True,PLATINUM
CUST_001530,M0434,Rohan Rao,rohan.rao_533@example.com,1,750.58,2025-10-06,2025-10-06,False,STANDARD
CUST_001531,M0324,Aarav Singh,aarav.singh_534@example.com,16,4169.27,2026-01-31,2026-07-23,True,PLATINUM
CUST_001532,M0327,Nikhil Bhat,nikhil.bhat_535@example.com,10,39473.24,2025-12-04,2026-01-14,True,GOLD
CUST_001533,M0348,Pooja Nair,pooja.nair_536@example.com,7,2003.38,2026-01-02,2026-01-30,True,GOLD
CUST_001534,M0271,Rahul Patel,rahul.patel_537@example.com,1,240.57,2025-09-24,2025-09-24,False,STANDARD
CUST_001535,M0492,Priya Reddy,priya.reddy_538@example.com,6,2058.34,2026-08-10,2026-08-15,True,GOLD
CUST_001536,M0397,Kavya Kulkarni,kavya.kulkarni_539@example.com,1,35.29,2026-07-07,2026-07-07,False,STANDARD
CUST_001537,M0175,Neha Saxena,neha.saxena_540@example.com,8,1763063.79,2025-10-24,2025-12-27,True,GOLD
CUST_001538,M0257,Sneha Joshi,sneha.joshi_541@example.com,1,1741.78,2025-10-30,2025-10-30,False,STANDARD
CUST_001539,M0437,Vikram Patel,vikram.patel_542@example.com,14,453.99,2026-07-07,2026-07-21,True,PLATINUM
CUST_001540,M0041,Vikram Saxena,vikram.saxena_543@example.com,5,4772.41,2025-11-30,2026-04-30,True,GOLD
CUST_001541,M0027,Divya Bhat,divya.bhat_544@example.com,9,10591.48,2026-03-17,2026-06-23,True,GOLD
CUST_001542,M0200,Sneha Patel,sneha.patel_545@example.com,1,627.16,2026-05-24,2026-05-24,False,STANDARD
CUST_001543,M0496,Pooja Patel,pooja.patel_546@example.com,9,77246.64,2025-11-20,2025-12-13,True,GOLD
CUST_001544,M0160,Arjun Das,arjun.das_547@example.com,5,662.37,2025-10-18,2025-12-28,True,GOLD
CUST_001545,M0480,Amit Sharma,amit.sharma_548@example.com,15,610365.94,2026-04-01,2026-07-06,True,PLATINUM
CUST_001546,M0172,Aditi Gupta,aditi.gupta_549@example.com,12,73532.41,2025-09-07,2026-07-26,True,PLATINUM
CUST_001547,M0121,Meera Patel,meera.patel_550@example.com,1,1558.64,2025-10-28,2025-10-28,False,STANDARD
CUST_001548,M0464,Divya Verma,divya.verma_551@example.com,4,511.82,2026-01-11,2026-03-26,True,GOLD
CUST_001549,M0379,Divya Patel,divya.patel_552@example.com,1,84.88,2025-12-10,2025-12-10,False,STANDARD
CUST_001550,M0485,Vikram Chopra,vikram.chopra_553@example.com,5,22750.66,2026-07-25,2026-07-26,True,GOLD
CUST_001551,M0260,Ananya Joshi,ananya.joshi_554@example.com,11,206.66,2026-04-18,2026-08-21,True,PLATINUM
CUST_001552,M0477,Aditi Sharma,aditi.sharma_555@example.com,1,585.68,2026-05-04,2026-05-04,False,STANDARD
CUST_001553,M0274,Divya Kapoor,divya.kapoor_556@example.com,2,18051.76,2025-11-03,2025-12-23,True,STANDARD
CUST_001554,M0027,Arjun Kapoor,arjun.kapoor_557@example.com,15,23142.6,2026-01-06,2026-04-08,True,PLATINUM
CUST_001555,M0071,Priya Rao,priya.rao_558@example.com,13,60464.95,2026-02-13,2026-07-08,True,PLATINUM
CUST_001556,M0176,Kavya Verma,kavya.verma_559@example.com,4,111724.26,2025-10-15,2026-08-21,True,GOLD
CUST_001557,M0117,Kavya Bhat,kavya.bhat_560@example.com,2,9787.49,2026-04-07,2026-08-12,True,SILVER
CUST_001558,M0040,Aditi Gupta,aditi.gupta_561@example.com,11,13838.06,2026-07-21,2026-08-06,True,PLATINUM
CUST_001559,M0180,Divya Nair,divya.nair_562@example.com,1,1546.12,2026-06-07,2026-06-07,False,STANDARD
CUST_001560,M0311,Arjun Malhotra,arjun.malhotra_563@example.com,1,459.31,2025-09-10,2025-09-10,False,STANDARD
CUST_001561,M0040,Rohan Chopra,rohan.chopra_564@example.com,1,1276.44,2026-04-29,2026-04-29,False,STANDARD
CUST_001562,M0254,Sneha Nair,sneha.nair_565@example.com,1,2343.08,2026-03-11,2026-03-11,False,STANDARD
CUST_001563,M0483,Sneha Bhat,sneha.bhat_566@example.com,9,225642.4,2025-11-16,2026-04-12,True,PLATINUM
CUST_001564,M0164,Isha Saxena,isha.saxena_567@example.com,13,155448.88,2026-01-14,2026-02-27,True,PLATINUM
CUST_001565,M0487,Divya Malhotra,divya.malhotra_568@example.com,8,9044.86,2026-06-03,2026-06-21,True,GOLD
CUST_001566,M0119,Pooja Bhat,pooja.bhat_569@example.com,13,5920.53,2026-06-01,2026-08-22,True,PLATINUM
CUST_001567,M0121,Siddharth Rao,siddharth.rao_570@example.com,1,1735.23,2026-08-02,2026-08-02,False,STANDARD
CUST_001568,M0256,Aditi Chopra,aditi.chopra_571@example.com,14,42685.6,2026-03-12,2026-08-05,True,PLATINUM
CUST_001569,M0031,Amit Das,amit.das_572@example.com,1,124.75,2026-08-03,2026-08-03,False,STANDARD
CUST_001570,M0442,Arjun Kapoor,arjun.kapoor_573@example.com,9,415656.53,2026-04-29,2026-07-09,True,PLATINUM
CUST_001571,M0095,Kavya Bhat,kavya.bhat_574@example.com,11,11729.98,2026-07-27,2026-08-09,True,PLATINUM
CUST_001572,M0391,Sneha Sharma,sneha.sharma_575@example.com,12,22458.32,2026-03-31,2026-07-02,True,PLATINUM
CUST_001573,M0388,Aarav Iyer,aarav.iyer_576@example.com,1,41346.39,2025-09-28,2025-09-28,False,STANDARD
CUST_001574,M0223,Kavya Verma,kavya.verma_577@example.com,1,69.6,2025-11-02,2025-11-02,False,STANDARD
CUST_001575,M0199,Pooja Bhat,pooja.bhat_578@example.com,18,2844.32,2026-04-01,2026-07-16,True,PLATINUM
CUST_001576,M0492,Arjun Rao,arjun.rao_579@example.com,9,2808.11,2026-06-06,2026-08-25,True,GOLD
CUST_001577,M0144,Amit Patel,amit.patel_580@example.com,1,2193.58,2025-11-08,2025-11-08,False,STANDARD
CUST_001578,M0152,Karan Kulkarni,karan.kulkarni_581@example.com,10,283850.24,2026-02-08,2026-06-19,True,GOLD
CUST_001579,M0338,Amit Das,amit.das_582@example.com,11,10351.42,2025-10-25,2026-03-15,True,PLATINUM
CUST_001580,M0429,Amit Singh,amit.singh_583@example.com,1,8461.12,2026-08-04,2026-08-04,False,STANDARD
CUST_001581,M0226,Aarav Rao,aarav.rao_584@example.com,13,15290.74,2025-12-10,2026-05-07,True,PLATINUM
CUST_001582,M0210,Aditi Kulkarni,aditi.kulkarni_585@example.com,1,1849.43,2026-03-24,2026-03-24,False,STANDARD
CUST_001583,M0460,Divya Bhat,divya.bhat_586@example.com,4,947323.14,2025-12-30,2026-07-11,True,GOLD
CUST_001584,M0133,Amit Chopra,amit.chopra_587@example.com,6,4802.25,2026-04-18,2026-07-13,True,GOLD
CUST_001585,M0076,Divya Verma,divya.verma_588@example.com,3,19815.88,2026-05-10,2026-05-31,True,SILVER
CUST_001586,M0260,Siddharth Kulkarni,siddharth.kulkarni_589@example.com,9,170.9,2026-07-12,2026-08-10,True,PLATINUM
CUST_001587,M0500,Amit Sharma,amit.sharma_590@example.com,13,132.01,2025-11-09,2026-08-04,True,PLATINUM
CUST_001588,M0308,Ananya Joshi,ananya.joshi_591@example.com,18,73080.86,2025-12-28,2026-07-29,True,PLATINUM
CUST_001589,M0262,Rohan Nair,rohan.nair_592@example.com,13,324361.62,2026-01-12,2026-08-08,True,PLATINUM
CUST_001590,M0329,Kavya Deshmukh,kavya.deshmukh_593@example.com,12,4379.84,2025-10-06,2026-02-23,True,PLATINUM
CUST_001591,M0172,Kavya Joshi,kavya.joshi_594@example.com,1,5633.61,2026-03-15,2026-03-15,False,STANDARD
CUST_001592,M0319,Aarav Singh,aarav.singh_595@example.com,11,7936.83,2026-05-28,2026-06-12,True,PLATINUM
CUST_001593,M0014,Priya Das,priya.das_596@example.com,12,79128.66,2025-11-24,2025-12-09,True,PLATINUM
CUST_001594,M0402,Nikhil Joshi,nikhil.joshi_597@example.com,1,3931.68,2026-01-31,2026-01-31,False,STANDARD
